 ,Label,Area,X,Y,XM,YM,Major,Minor,Angle,Circ.,AR,Round,Solidity
4656,aero_2_0623:slice:44,1152,299.705,622.221,299.705,622.221,51.354,28.562,166.831,0.720,1.798,0.556,0.906
4657,aero_2_0623:slice:44,55,133.827,655.100,133.827,655.100,9.189,7.621,6.411,0.843,1.206,0.829,0.846
4658,aero_2_0623:slice:44,7,161.214,660.500,161.214,660.500,3.086,2.888,90.000,1.000,1.069,0.936,0.875
4659,aero_2_0623:slice:44,9,64.389,664.167,64.389,664.167,3.919,2.924,69.699,1.000,1.340,0.746,0.857
4660,aero_2_0623:slice:44,26,150.654,666.115,150.654,666.115,7.169,4.618,9.485,0.876,1.553,0.644,0.867
4661,aero_2_0623:slice:44,33,735.864,674.015,735.864,674.015,9.405,4.467,0.848,0.820,2.105,0.475,0.957
4662,aero_2_0623:slice:44,4,587.000,683.000,587.000,683.000,2.257,2.257,0.000,1.000,1.000,1.000,1.000
4663,aero_2_0623:slice:44,19,480.395,687.079,480.395,687.079,5.550,4.359,167.179,1.000,1.273,0.785,0.974
4664,aero_2_0623:slice:44,94,859.766,721.628,859.766,721.628,15.804,7.573,170.958,0.737,2.087,0.479,0.847
4665,aero_2_0623:slice:44,4,417.000,732.000,417.000,732.000,2.257,2.257,0.000,1.000,1.000,1.000,1.000
4666,aero_2_0623:slice:44,92,671.348,750.087,671.348,750.087,13.529,8.659,145.223,0.789,1.562,0.640,0.864
4667,aero_2_0623:slice:44,872,143.508,760.571,143.508,760.571,52.086,21.316,177.905,0.582,2.443,0.409,0.857
4668,aero_2_0623:slice:44,155,539.700,757.687,539.700,757.687,16.623,11.872,168.859,0.763,1.400,0.714,0.871
4669,aero_2_0623:slice:44,83,688.608,763.006,688.608,763.006,12.409,8.516,8.767,0.870,1.457,0.686,0.897
4670,aero_2_0623:slice:44,23,557.587,778.935,557.587,778.935,7.071,4.141,176.298,0.964,1.707,0.586,0.902
4671,aero_2_0623:slice:44,543,156.277,801.075,156.277,801.075,29.326,23.575,105.255,0.668,1.244,0.804,0.876
4672,aero_2_0623:slice:44,8,72.625,793.625,72.625,793.625,3.538,2.879,45.000,1.000,1.229,0.814,0.941
4673,aero_2_0623:slice:44,14,302.571,794.643,302.571,794.643,5.342,3.337,156.875,0.993,1.601,0.625,0.848
4674,aero_2_0623:slice:44,30,421.900,804.667,421.900,804.667,7.405,5.158,11.660,0.952,1.435,0.697,0.938
4675,aero_2_0623:slice:44,81,1018.438,808.562,1018.438,808.562,12.846,8.029,157.246,0.849,1.600,0.625,0.876
4676,aero_2_0623:slice:44,22,779.545,821.409,779.545,821.409,6.006,4.664,139.417,1.000,1.288,0.776,0.936
4677,aero_2_0623:slice:44,4,438.000,829.000,438.000,829.000,2.257,2.257,0.000,1.000,1.000,1.000,1.000
4678,aero_2_0623:slice:44,858,969.582,845.490,969.582,845.490,43.831,24.924,0.803,0.736,1.759,0.569,0.913
4679,aero_2_0623:slice:44,5,480.500,836.500,480.500,836.500,2.523,2.523,0.000,0.873,1.000,1.000,0.714
4680,aero_2_0623:slice:44,42,197.119,841.333,197.119,841.333,9.243,5.786,2.249,0.906,1.598,0.626,0.894
4681,aero_2_0623:slice:44,26,295.846,851.846,295.846,851.846,6.120,5.409,134.999,1.000,1.131,0.884,0.881
4682,aero_2_0623:slice:44,12,624.667,856.833,624.667,856.833,4.953,3.085,158.040,0.931,1.606,0.623,0.774
4683,aero_2_0623:slice:44,69,246.790,860.036,246.790,860.036,13.455,6.530,163.478,0.699,2.061,0.485,0.841
4684,aero_2_0623:slice:44,4,578.500,857.750,578.500,857.750,2.734,1.863,0.000,1.000,1.468,0.681,0.800
4685,aero_2_0623:slice:44,162,910.765,867.593,910.765,867.593,19.615,10.516,135.056,0.687,1.865,0.536,0.822
4686,aero_2_0623:slice:44,58,307.345,876.172,307.345,876.172,10.266,7.193,162.742,0.883,1.427,0.701,0.928
4687,aero_2_0623:slice:44,47,1015.415,888.883,1015.415,888.883,10.492,5.703,173.959,0.812,1.840,0.544,0.879
4688,aero_2_0623:slice:44,4,469.000,893.000,469.000,893.000,2.257,2.257,0.000,1.000,1.000,1.000,1.000
4689,aero_2_0623:slice:44,13,375.885,905.115,375.885,905.115,4.380,3.779,45.000,1.000,1.159,0.863,0.897
4690,aero_2_0623:slice:44,4,568.000,918.000,568.000,918.000,2.257,2.257,0.000,1.000,1.000,1.000,1.000
4691,aero_2_0623:slice:44,37,309.878,921.203,309.878,921.203,7.664,6.147,164.455,0.798,1.247,0.802,0.860
4692,aero_2_0623:slice:44,16,246.000,921.188,246.000,921.188,6.164,3.305,171.255,0.857,1.865,0.536,0.800
4693,aero_2_0623:slice:44,167,1011.027,926.189,1011.027,926.189,17.981,11.825,6.923,0.830,1.521,0.658,0.895
4694,aero_2_0623:slice:44,40,654.375,923.300,654.375,923.300,9.773,5.211,174.789,0.822,1.875,0.533,0.920
4695,aero_2_0623:slice:44,238,56.571,973.513,56.571,973.513,23.259,13.029,179.862,0.713,1.785,0.560,0.890
4696,aero_2_0623:slice:44,7,204.500,971.214,204.500,971.214,3.086,2.888,0.000,1.000,1.069,0.936,0.875
4697,aero_2_0623:slice:44,24,410.542,990.625,410.542,990.625,6.235,4.901,125.291,1.000,1.272,0.786,0.906
4698,aero_2_0623:slice:44,4,640.500,991.250,640.500,991.250,2.734,1.863,0.000,1.000,1.468,0.681,0.800
4699,aero_2_0623:slice:44,316,680.022,1005.022,680.022,1005.022,25.773,15.611,176.908,0.745,1.651,0.606,0.899
4700,aero_2_0623:slice:44,293,37.053,1018.957,37.053,1018.957,29.885,12.483,2.085,0.580,2.394,0.418,0.885
4701,aero_2_0623:slice:44,5,660.900,1020.300,660.900,1020.300,3.144,2.025,71.565,1.000,1.553,0.644,0.909
4702,aero_2_0623:slice:44,18,321.333,1022.167,321.333,1022.167,5.608,4.087,162.704,1.000,1.372,0.729,0.947
4703,aero_2_0623:slice:45,211,80.083,3.879,80.083,3.879,28.001,9.595,177.367,0.460,2.918,0.343,0.834
4704,aero_2_0623:slice:45,224,799.214,5.518,799.214,5.518,21.741,13.118,175.090,0.731,1.657,0.603,0.892
4705,aero_2_0623:slice:45,15,917.033,13.100,917.033,13.100,5.677,3.364,23.912,0.869,1.688,0.593,0.811
4706,aero_2_0623:slice:45,9,239.611,13.833,239.611,13.833,3.919,2.924,69.699,1.000,1.340,0.746,0.857
4707,aero_2_0623:slice:45,7,712.786,16.500,712.786,16.500,3.086,2.888,90.000,1.000,1.069,0.936,0.875
4708,aero_2_0623:slice:45,167,819.775,54.302,819.775,54.302,16.159,13.159,146.136,0.850,1.228,0.814,0.900
4709,aero_2_0623:slice:45,6,974.000,63.500,974.000,63.500,3.385,2.257,90.000,1.000,1.500,0.667,1.000
4710,aero_2_0623:slice:45,8,494.375,69.625,494.375,69.625,3.538,2.879,135.000,1.000,1.229,0.814,0.941
4711,aero_2_0623:slice:45,408,917.534,101.748,917.534,101.748,25.129,20.672,21.626,0.867,1.216,0.823,0.914
4712,aero_2_0623:slice:45,6,653.500,129.000,653.500,129.000,3.385,2.257,0.000,1.000,1.500,0.667,1.000
4713,aero_2_0623:slice:45,849,650.812,146.959,650.812,146.959,44.470,24.308,168.079,0.692,1.829,0.547,0.909
4714,aero_2_0623:slice:45,4,957.000,135.000,957.000,135.000,2.257,2.257,0.000,1.000,1.000,1.000,1.000
4715,aero_2_0623:slice:45,302,267.738,147.132,267.738,147.132,21.631,17.776,29.848,0.765,1.217,0.822,0.874
4716,aero_2_0623:slice:45,235,947.866,146.219,947.866,146.219,22.143,13.512,176.072,0.800,1.639,0.610,0.894
4717,aero_2_0623:slice:45,292,143.175,164.599,143.175,164.599,27.981,13.287,173.285,0.661,2.106,0.475,0.880
4718,aero_2_0623:slice:45,282,519.525,167.404,519.525,167.404,25.722,13.959,163.052,0.762,1.843,0.543,0.895
4719,aero_2_0623:slice:45,63,241.056,178.468,241.056,178.468,10.043,7.987,178.825,0.943,1.257,0.795,0.913
4720,aero_2_0623:slice:45,6,997.333,182.667,997.333,182.667,3.140,2.433,45.000,1.000,1.291,0.775,0.800
4721,aero_2_0623:slice:45,6,1001.000,203.500,1001.000,203.500,3.385,2.257,90.000,1.000,1.500,0.667,1.000
4722,aero_2_0623:slice:45,7,413.786,212.500,413.786,212.500,3.086,2.888,90.000,1.000,1.069,0.936,0.875
4723,aero_2_0623:slice:45,16,403.375,214.375,403.375,214.375,5.920,3.441,144.400,1.000,1.720,0.581,0.821
4724,aero_2_0623:slice:45,400,936.640,226.067,936.640,226.067,25.884,19.676,160.951,0.763,1.316,0.760,0.889
4725,aero_2_0623:slice:45,604,61.474,231.606,61.474,231.606,42.085,18.273,178.602,0.552,2.303,0.434,0.870
4726,aero_2_0623:slice:45,41,611.037,232.646,611.037,232.646,8.011,6.517,174.274,0.928,1.229,0.814,0.872
4727,aero_2_0623:slice:45,42,800.000,261.000,800.000,261.000,8.560,6.247,172.070,1.000,1.370,0.730,0.933
4728,aero_2_0623:slice:45,670,167.342,273.879,167.342,273.879,32.089,26.584,18.876,0.743,1.207,0.828,0.891
4729,aero_2_0623:slice:45,706,734.348,273.914,734.348,273.914,34.751,25.867,151.453,0.621,1.343,0.744,0.855
4730,aero_2_0623:slice:45,35,922.500,273.500,922.500,273.500,8.270,5.388,135.000,1.000,1.535,0.652,0.897
4731,aero_2_0623:slice:45,76,394.474,283.553,394.474,283.553,14.007,6.908,175.511,0.703,2.028,0.493,0.864
4732,aero_2_0623:slice:45,310,658.410,306.961,658.410,306.961,28.247,13.974,176.345,0.753,2.021,0.495,0.916
4733,aero_2_0623:slice:45,274,853.208,310.109,853.208,310.109,24.099,14.477,169.341,0.772,1.665,0.601,0.891
4734,aero_2_0623:slice:45,5,534.500,344.500,534.500,344.500,2.523,2.523,0.000,0.873,1.000,1.000,0.714
4735,aero_2_0623:slice:45,14,396.643,362.214,396.643,362.214,5.474,3.256,161.565,0.911,1.681,0.595,0.824
4736,aero_2_0623:slice:45,58,59.328,373.776,59.328,373.776,11.137,6.631,16.167,0.802,1.679,0.595,0.899
4737,aero_2_0623:slice:45,4,620.000,376.000,620.000,376.000,2.257,2.257,0.000,1.000,1.000,1.000,1.000
4738,aero_2_0623:slice:45,74,548.135,404.986,548.135,404.986,13.360,7.053,175.501,0.787,1.894,0.528,0.860
4739,aero_2_0623:slice:45,4,482.000,414.000,482.000,414.000,2.257,2.257,0.000,1.000,1.000,1.000,1.000
4740,aero_2_0623:slice:45,4,747.000,425.000,747.000,425.000,2.257,2.257,0.000,1.000,1.000,1.000,1.000
4741,aero_2_0623:slice:45,1177,909.215,439.786,909.215,439.786,55.355,27.073,169.851,0.672,2.045,0.489,0.915
4742,aero_2_0623:slice:45,778,410.850,449.443,410.850,449.443,42.778,23.156,171.516,0.630,1.847,0.541,0.883
4743,aero_2_0623:slice:45,596,606.522,455.661,606.522,455.661,30.508,24.874,100.035,0.676,1.226,0.815,0.881
4744,aero_2_0623:slice:45,213,233.383,467.214,233.383,467.214,22.063,12.292,16.187,0.754,1.795,0.557,0.873
4745,aero_2_0623:slice:45,202,699.000,493.035,699.000,493.035,28.908,8.897,168.958,0.537,3.249,0.308,0.826
4746,aero_2_0623:slice:45,154,571.526,497.182,571.526,497.182,16.343,11.998,160.478,0.851,1.362,0.734,0.895
4747,aero_2_0623:slice:45,4,593.000,504.000,593.000,504.000,2.257,2.257,0.000,1.000,1.000,1.000,1.000
4748,aero_2_0623:slice:45,64,813.375,506.109,813.375,506.109,13.678,5.958,163.688,0.704,2.296,0.436,0.883
4749,aero_2_0623:slice:45,38,929.474,509.184,929.474,509.184,9.964,4.856,166.175,0.766,2.052,0.487,0.835
4750,aero_2_0623:slice:45,51,534.245,515.912,534.245,515.912,10.260,6.329,9.496,0.897,1.621,0.617,0.936
4751,aero_2_0623:slice:45,4,745.250,514.750,745.250,514.750,3.192,1.596,18.435,1.000,2.000,0.500,0.800
4752,aero_2_0623:slice:45,342,86.491,533.988,86.491,533.988,34.359,12.674,161.677,0.611,2.711,0.369,0.870
4753,aero_2_0623:slice:45,5,460.100,549.300,460.100,549.300,3.144,2.025,108.435,1.000,1.553,0.644,0.909
4754,aero_2_0623:slice:45,885,672.060,574.727,672.060,574.727,47.638,23.654,165.616,0.675,2.014,0.497,0.907
4755,aero_2_0623:slice:45,40,948.325,565.475,948.325,565.475,8.733,5.832,129.529,0.845,1.498,0.668,0.842
4756,aero_2_0623:slice:45,140,224.614,570.136,224.614,570.136,15.974,11.159,174.867,0.813,1.432,0.699,0.895
4757,aero_2_0623:slice:45,5,7.100,581.700,7.100,581.700,3.144,2.025,71.565,1.000,1.553,0.644,0.909
4758,aero_2_0623:slice:45,8,77.625,583.375,77.625,583.375,3.538,2.879,135.000,1.000,1.229,0.814,0.941
4759,aero_2_0623:slice:45,69,917.529,597.225,917.529,597.225,10.438,8.416,111.001,0.871,1.240,0.806,0.879
4760,aero_2_0623:slice:45,50,779.780,599.780,779.780,599.780,10.216,6.232,159.977,0.944,1.639,0.610,0.893
4761,aero_2_0623:slice:45,1155,300.870,622.433,300.870,622.433,50.606,29.060,165.965,0.710,1.741,0.574,0.906
4762,aero_2_0623:slice:45,53,134.651,655.009,134.651,655.009,9.858,6.845,12.898,0.916,1.440,0.694,0.914
4763,aero_2_0623:slice:45,8,161.375,660.625,161.375,660.625,3.538,2.879,135.000,1.000,1.229,0.814,0.941
4764,aero_2_0623:slice:45,9,64.389,664.167,64.389,664.167,3.919,2.924,69.699,1.000,1.340,0.746,0.857
4765,aero_2_0623:slice:45,29,151.086,666.224,151.086,666.224,7.831,4.715,3.356,0.898,1.661,0.602,0.866
4766,aero_2_0623:slice:45,36,736.056,674.139,736.056,674.139,9.927,4.617,175.163,0.815,2.150,0.465,0.867
4767,aero_2_0623:slice:45,4,587.000,683.000,587.000,683.000,2.257,2.257,0.000,1.000,1.000,1.000,1.000
4768,aero_2_0623:slice:45,17,480.441,687.265,480.441,687.265,5.377,4.025,172.868,1.000,1.336,0.749,0.919
4769,aero_2_0623:slice:45,97,860.108,721.624,860.108,721.624,16.221,7.614,172.385,0.760,2.130,0.469,0.855
4770,aero_2_0623:slice:45,4,417.000,732.000,417.000,732.000,2.257,2.257,0.000,1.000,1.000,1.000,1.000
4771,aero_2_0623:slice:45,90,672.000,750.033,672.000,750.033,11.846,9.674,137.357,0.882,1.224,0.817,0.909
4772,aero_2_0623:slice:45,864,144.378,760.912,144.378,760.912,52.483,20.961,174.700,0.587,2.504,0.399,0.872
4773,aero_2_0623:slice:45,153,540.513,757.624,540.513,757.624,16.463,11.833,170.057,0.729,1.391,0.719,0.852
4774,aero_2_0623:slice:45,85,689.006,762.994,689.006,762.994,13.257,8.164,8.490,0.850,1.624,0.616,0.876
4775,aero_2_0623:slice:45,23,557.587,778.935,557.587,778.935,7.071,4.141,176.298,0.964,1.707,0.586,0.902
4776,aero_2_0623:slice:45,540,157.333,801.343,157.333,801.343,28.187,24.392,83.076,0.649,1.156,0.865,0.873
4777,aero_2_0623:slice:45,7,72.786,793.500,72.786,793.500,3.086,2.888,90.000,1.000,1.069,0.936,0.875
4778,aero_2_0623:slice:45,16,302.500,794.625,302.500,794.625,5.439,3.745,142.438,1.000,1.452,0.689,0.821
4779,aero_2_0623:slice:45,4,924.000,800.000,924.000,800.000,2.257,2.257,0.000,1.000,1.000,1.000,1.000
4780,aero_2_0623:slice:45,31,422.210,804.694,422.210,804.694,8.437,4.678,2.397,0.858,1.803,0.554,0.873
4781,aero_2_0623:slice:45,78,1018.808,808.436,1018.808,808.436,11.895,8.349,155.171,0.902,1.425,0.702,0.912
4782,aero_2_0623:slice:45,22,780.000,821.500,780.000,821.500,6.173,4.537,148.799,1.000,1.361,0.735,0.880
4783,aero_2_0623:slice:45,4,438.000,829.000,438.000,829.000,2.257,2.257,0.000,1.000,1.000,1.000,1.000
4784,aero_2_0623:slice:45,850,970.769,845.821,970.769,845.821,44.383,24.384,179.269,0.729,1.820,0.549,0.918
4785,aero_2_0623:slice:45,5,480.500,836.500,480.500,836.500,2.523,2.523,0.000,0.873,1.000,1.000,0.714
4786,aero_2_0623:slice:45,43,196.965,841.570,196.965,841.570,9.927,5.515,177.200,0.867,1.800,0.556,0.869
4787,aero_2_0623:slice:45,25,296.380,851.980,296.380,851.980,5.837,5.453,43.392,0.954,1.070,0.934,0.847
4788,aero_2_0623:slice:45,12,625.000,857.000,625.000,857.000,4.986,3.064,144.217,1.000,1.627,0.615,0.857
4789,aero_2_0623:slice:45,71,246.993,860.035,246.993,860.035,13.208,6.844,156.055,0.720,1.930,0.518,0.830
4790,aero_2_0623:slice:45,164,911.390,867.622,911.390,867.622,18.199,11.474,125.975,0.724,1.586,0.630,0.835
4791,aero_2_0623:slice:45,59,308.025,876.432,308.025,876.432,9.844,7.631,165.905,0.883,1.290,0.775,0.894
4792,aero_2_0623:slice:45,45,1015.322,888.944,1015.322,888.944,10.508,5.453,165.605,0.866,1.927,0.519,0.882
4793,aero_2_0623:slice:45,4,469.000,893.000,469.000,893.000,2.257,2.257,0.000,1.000,1.000,1.000,1.000
4794,aero_2_0623:slice:45,14,376.000,905.500,376.000,905.500,5.614,3.175,0.000,0.911,1.768,0.565,0.875
4795,aero_2_0623:slice:45,5,767.100,907.700,767.100,907.700,3.144,2.025,71.565,1.000,1.553,0.644,0.909
4796,aero_2_0623:slice:45,5,568.300,917.900,568.300,917.900,3.144,2.025,18.435,1.000,1.553,0.644,0.909
4797,aero_2_0623:slice:45,36,310.333,921.139,310.333,921.139,8.109,5.653,160.694,0.799,1.435,0.697,0.828
4798,aero_2_0623:slice:45,16,246.000,921.188,246.000,921.188,6.164,3.305,171.255,0.857,1.865,0.536,0.800
4799,aero_2_0623:slice:45,37,654.581,923.392,654.581,923.392,9.762,4.826,165.215,0.855,2.023,0.494,0.925
4800,aero_2_0623:slice:45,161,1011.904,926.407,1011.904,926.407,18.684,10.972,3.314,0.819,1.703,0.587,0.899
4801,aero_2_0623:slice:45,236,57.301,973.856,57.301,973.856,23.680,12.689,176.503,0.725,1.866,0.536,0.899
4802,aero_2_0623:slice:45,8,204.625,971.375,204.625,971.375,3.538,2.879,135.000,1.000,1.229,0.814,0.941
4803,aero_2_0623:slice:45,25,411.100,990.460,411.100,990.460,6.042,5.268,169.130,1.000,1.147,0.872,0.909
4804,aero_2_0623:slice:45,5,640.500,991.500,640.500,991.500,2.523,2.523,0.000,0.873,1.000,1.000,0.714
4805,aero_2_0623:slice:45,310,680.832,1005.148,680.832,1005.148,25.723,15.344,176.883,0.743,1.676,0.597,0.900
4806,aero_2_0623:slice:45,280,38.214,1019.261,38.214,1019.261,30.730,11.601,2.426,0.571,2.649,0.378,0.886
4807,aero_2_0623:slice:45,5,660.900,1020.300,660.900,1020.300,3.144,2.025,71.565,1.000,1.553,0.644,0.909
4808,aero_2_0623:slice:45,19,321.342,1022.184,321.342,1022.184,5.810,4.164,2.650,0.944,1.396,0.717,0.905
4809,aero_2_0623:slice:46,220,80.677,4.005,80.677,4.005,28.033,9.992,177.976,0.498,2.806,0.356,0.870
4810,aero_2_0623:slice:46,226,799.544,5.504,799.544,5.504,21.693,13.265,176.374,0.719,1.635,0.611,0.900
4811,aero_2_0623:slice:46,18,917.111,13.167,917.111,13.167,6.071,3.775,7.118,0.965,1.608,0.622,0.857
4812,aero_2_0623:slice:46,12,240.000,14.000,240.000,14.000,3.909,3.909,0.000,1.000,1.000,1.000,0.857
4813,aero_2_0623:slice:46,7,712.786,16.500,712.786,16.500,3.086,2.888,90.000,1.000,1.069,0.936,0.875
4814,aero_2_0623:slice:46,169,820.547,54.068,820.547,54.068,15.217,14.140,3.093,0.872,1.076,0.929,0.892
4815,aero_2_0623:slice:46,7,974.214,63.500,974.214,63.500,3.086,2.888,90.000,1.000,1.069,0.936,0.875
4816,aero_2_0623:slice:46,9,494.500,69.500,494.500,69.500,3.385,3.385,0.000,1.000,1.000,1.000,1.000
4817,aero_2_0623:slice:46,406,918.416,101.855,918.416,101.855,26.829,19.268,22.346,0.819,1.392,0.718,0.901
4818,aero_2_0623:slice:46,4,654.000,129.000,654.000,129.000,2.257,2.257,0.000,1.000,1.000,1.000,1.000
4819,aero_2_0623:slice:46,854,651.929,147.025,651.929,147.025,43.922,24.756,166.129,0.744,1.774,0.564,0.925
4820,aero_2_0623:slice:46,4,957.000,135.000,957.000,135.000,2.257,2.257,0.000,1.000,1.000,1.000,1.000
4821,aero_2_0623:slice:46,302,268.768,147.334,268.768,147.334,23.425,16.415,24.122,0.747,1.427,0.701,0.872
4822,aero_2_0623:slice:46,236,948.424,146.246,948.424,146.246,22.169,13.555,174.840,0.767,1.636,0.611,0.877
4823,aero_2_0623:slice:46,295,143.629,164.683,143.629,164.683,28.011,13.409,168.592,0.663,2.089,0.479,0.879
4824,aero_2_0623:slice:46,286,520.038,167.308,520.038,167.308,25.114,14.500,160.277,0.773,1.732,0.577,0.888
4825,aero_2_0623:slice:46,62,241.532,178.435,241.532,178.435,10.416,7.579,4.917,0.892,1.374,0.728,0.905
4826,aero_2_0623:slice:46,6,997.333,182.667,997.333,182.667,3.140,2.433,45.000,1.000,1.291,0.775,0.800
4827,aero_2_0623:slice:46,6,1001.000,203.500,1001.000,203.500,3.385,2.257,90.000,1.000,1.500,0.667,1.000
4828,aero_2_0623:slice:46,8,414.000,212.500,414.000,212.500,3.489,2.919,0.000,1.000,1.195,0.837,0.800
4829,aero_2_0623:slice:46,18,403.389,214.389,403.389,214.389,5.925,3.868,135.000,1.000,1.532,0.653,0.878
4830,aero_2_0623:slice:46,389,937.582,226.153,937.582,226.153,25.034,19.785,169.812,0.762,1.265,0.790,0.894
4831,aero_2_0623:slice:46,599,62.146,231.979,62.146,231.979,42.226,18.062,175.159,0.536,2.338,0.428,0.864
4832,aero_2_0623:slice:46,41,611.085,232.768,611.085,232.768,8.345,6.256,167.929,0.948,1.334,0.750,0.932
4833,aero_2_0623:slice:46,40,800.350,261.075,800.350,261.075,8.374,6.082,174.931,1.000,1.377,0.726,0.889
4834,aero_2_0623:slice:46,665,168.462,274.228,168.462,274.228,33.479,25.290,20.522,0.744,1.324,0.755,0.894
4835,aero_2_0623:slice:46,709,735.291,274.013,735.291,274.013,33.804,26.704,151.365,0.623,1.266,0.790,0.860
4836,aero_2_0623:slice:46,33,923.227,273.591,923.227,273.591,7.279,5.772,125.156,0.943,1.261,0.793,0.857
4837,aero_2_0623:slice:46,76,394.461,283.632,394.461,283.632,13.866,6.979,169.495,0.721,1.987,0.503,0.879
4838,aero_2_0623:slice:46,314,658.873,307.220,658.873,307.220,28.273,14.140,172.527,0.733,1.999,0.500,0.910
4839,aero_2_0623:slice:46,269,853.905,310.325,853.905,310.325,23.807,14.387,168.222,0.806,1.655,0.604,0.915
4840,aero_2_0623:slice:46,6,534.667,344.667,534.667,344.667,3.140,2.433,135.000,1.000,1.291,0.775,0.800
4841,aero_2_0623:slice:46,16,396.500,362.000,396.500,362.000,5.819,3.501,153.937,1.000,1.662,0.602,0.889
4842,aero_2_0623:slice:46,63,59.516,373.992,59.516,373.992,12.678,6.327,5.468,0.795,2.004,0.499,0.920
4843,aero_2_0623:slice:46,4,620.000,376.000,620.000,376.000,2.257,2.257,0.000,1.000,1.000,1.000,1.000
4844,aero_2_0623:slice:46,72,548.569,405.069,548.569,405.069,13.510,6.785,170.755,0.804,1.991,0.502,0.923
4845,aero_2_0623:slice:46,4,482.000,414.000,482.000,414.000,2.257,2.257,0.000,1.000,1.000,1.000,1.000
4846,aero_2_0623:slice:46,1176,910.179,439.911,910.179,439.911,54.783,27.332,168.073,0.694,2.004,0.499,0.922
4847,aero_2_0623:slice:46,780,411.905,449.483,411.905,449.483,42.915,23.142,170.451,0.640,1.854,0.539,0.885
4848,aero_2_0623:slice:46,596,607.456,455.668,607.456,455.668,30.071,25.235,81.354,0.724,1.192,0.839,0.894
4849,aero_2_0623:slice:46,208,233.947,467.558,233.947,467.558,23.529,11.256,10.480,0.708,2.090,0.478,0.879
4850,aero_2_0623:slice:46,199,699.198,493.053,699.198,493.053,28.713,8.824,163.645,0.542,3.254,0.307,0.817
4851,aero_2_0623:slice:46,150,572.287,497.253,572.287,497.253,15.507,12.316,168.507,0.781,1.259,0.794,0.898
4852,aero_2_0623:slice:46,65,813.669,506.023,813.669,506.023,13.415,6.169,158.819,0.715,2.175,0.460,0.818
4853,aero_2_0623:slice:46,4,593.000,504.000,593.000,504.000,2.257,2.257,0.000,1.000,1.000,1.000,1.000
4854,aero_2_0623:slice:46,39,929.654,509.192,929.654,509.192,9.359,5.306,156.830,0.929,1.764,0.567,0.897
4855,aero_2_0623:slice:46,53,534.387,516.009,534.387,516.009,11.516,5.860,3.084,0.794,1.965,0.509,0.883
4856,aero_2_0623:slice:46,5,745.700,514.900,745.700,514.900,3.144,2.025,161.565,1.000,1.553,0.644,0.909
4857,aero_2_0623:slice:46,345,87.178,533.920,87.178,533.920,33.285,13.197,157.492,0.634,2.522,0.396,0.863
4858,aero_2_0623:slice:46,4,460.250,549.500,460.250,549.500,2.734,1.863,90.000,0.857,1.468,0.681,0.800
4859,aero_2_0623:slice:46,882,673.009,574.778,673.009,574.778,47.096,23.845,163.159,0.684,1.975,0.506,0.901
4860,aero_2_0623:slice:46,38,949.000,565.500,949.000,565.500,7.488,6.462,90.000,1.000,1.159,0.863,0.950
4861,aero_2_0623:slice:46,139,225.399,570.227,225.399,570.227,16.395,10.795,178.883,0.815,1.519,0.658,0.888
4862,aero_2_0623:slice:46,5,7.100,581.700,7.100,581.700,3.144,2.025,71.565,1.000,1.553,0.644,0.909
4863,aero_2_0623:slice:46,8,77.625,583.375,77.625,583.375,3.538,2.879,135.000,1.000,1.229,0.814,0.941
4864,aero_2_0623:slice:46,65,918.254,597.469,918.254,597.469,10.117,8.180,61.933,0.852,1.237,0.809,0.878
4865,aero_2_0623:slice:46,49,779.827,599.602,779.827,599.602,9.184,6.794,160.430,0.901,1.352,0.740,0.899
4866,aero_2_0623:slice:46,1160,301.929,622.497,301.929,622.497,50.285,29.372,164.289,0.731,1.712,0.584,0.913
4867,aero_2_0623:slice:46,54,135.389,655.315,135.389,655.315,10.505,6.545,6.386,0.857,1.605,0.623,0.900
4868,aero_2_0623:slice:46,8,161.375,660.625,161.375,660.625,3.538,2.879,135.000,1.000,1.229,0.814,0.941
4869,aero_2_0623:slice:46,9,64.389,664.167,64.389,664.167,3.919,2.924,69.699,1.000,1.340,0.746,0.857
4870,aero_2_0623:slice:46,29,150.914,666.431,150.914,666.431,7.988,4.622,166.695,0.953,1.728,0.579,0.866
4871,aero_2_0623:slice:46,37,736.014,674.176,736.014,674.176,10.071,4.678,165.281,0.782,2.153,0.465,0.822
4872,aero_2_0623:slice:46,4,587.000,683.000,587.000,683.000,2.257,2.257,0.000,1.000,1.000,1.000,1.000
4873,aero_2_0623:slice:46,18,480.500,687.167,480.500,687.167,5.349,4.285,0.000,1.000,1.248,0.801,0.947
4874,aero_2_0623:slice:46,92,860.478,721.707,860.478,721.707,16.004,7.320,163.607,0.775,2.186,0.457,0.860
4875,aero_2_0623:slice:46,4,417.000,732.000,417.000,732.000,2.257,2.257,0.000,1.000,1.000,1.000,1.000
4876,aero_2_0623:slice:46,89,672.646,750.219,672.646,750.219,11.044,10.261,165.705,0.946,1.076,0.929,0.918
4877,aero_2_0623:slice:46,864,145.079,761.106,145.079,761.106,52.431,20.981,171.315,0.589,2.499,0.400,0.867
4878,aero_2_0623:slice:46,154,541.195,757.565,541.195,757.565,16.502,11.882,177.434,0.822,1.389,0.720,0.880
4879,aero_2_0623:slice:46,83,689.705,763.030,689.705,763.030,13.502,7.827,6.248,0.743,1.725,0.580,0.838
